<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20210226,091000,2.7750000,2.7800000,2.7750000,2.7800000,5
20210226,094000,2.7800000,2.7800000,2.7700000,2.7700000,6
20210226,095000,2.7650000,2.7650000,2.7600000,2.7600000,8
20210226,100000,2.7700000,2.7700000,2.7700000,2.7700000,1
20210226,101000,2.7700000,2.7700000,2.7700000,2.7700000,6
20210226,102000,2.7750000,2.7750000,2.7750000,2.7750000,3
20210226,103000,2.7750000,2.7750000,2.7750000,2.7750000,5
20210226,114000,2.7800000,2.7800000,2.7800000,2.7800000,3
20210226,115000,2.7750000,2.7750000,2.7750000,2.7750000,2
20210226,120000,2.7800000,2.7800000,2.7800000,2.7800000,1
20210226,121000,2.7700000,2.7700000,2.7700000,2.7700000,1
20210226,122000,2.7550000,2.7550000,2.7550000,2.7550000,1
20210226,123000,2.7500000,2.7500000,2.7450000,2.7500000,23
20210226,124000,2.7500000,2.7550000,2.7500000,2.7550000,7
20210226,125000,2.7550000,2.7550000,2.7550000,2.7550000,5
20210226,130000,2.7550000,2.7550000,2.7550000,2.7550000,4
20210226,131000,2.7550000,2.7550000,2.7500000,2.7500000,3
20210226,133000,2.7500000,2.7500000,2.7500000,2.7500000,1
20210226,134000,2.7500000,2.7500000,2.7500000,2.7500000,1
20210226,141000,2.7500000,2.7500000,2.7500000,2.7500000,2
20210226,142000,2.7450000,2.7450000,2.7450000,2.7450000,1
20210226,143000,2.7500000,2.7500000,2.7500000,2.7500000,1
20210226,144000,2.7450000,2.7450000,2.7400000,2.7400000,8
20210226,145000,2.7400000,2.7450000,2.7400000,2.7450000,3
20210226,150000,2.7450000,2.7500000,2.7450000,2.7450000,12
20210226,151000,2.7550000,2.7550000,2.7550000,2.7550000,1
20210226,152000,2.7550000,2.7950000,2.7550000,2.7950000,24
20210226,153000,2.7950000,2.7950000,2.7750000,2.7750000,18
20210226,154000,2.7750000,2.7750000,2.7750000,2.7750000,2
20210226,155000,2.7750000,2.7750000,2.7750000,2.7750000,3
20210226,160000,2.7700000,2.7700000,2.7650000,2.7650000,4
20210226,161000,2.7600000,2.7600000,2.7600000,2.7600000,11
20210226,162000,2.7650000,2.7650000,2.7650000,2.7650000,3
20210226,163000,2.7700000,2.7700000,2.7650000,2.7650000,4
20210226,164000,2.7700000,2.7700000,2.7700000,2.7700000,1
20210226,165000,2.7750000,2.7750000,2.7750000,2.7750000,1
20210226,170000,2.7750000,2.7750000,2.7750000,2.7750000,3
20210226,171000,2.7650000,2.7650000,2.7550000,2.7550000,9
20210226,172000,2.7500000,2.7550000,2.7500000,2.7550000,4
20210226,173000,2.7650000,2.7700000,2.7650000,2.7700000,6
20210226,174000,2.7700000,2.7700000,2.7700000,2.7700000,3
20210226,175000,2.7700000,2.7800000,2.7700000,2.7800000,6
20210226,180000,2.7850000,2.7850000,2.7800000,2.7800000,8
20210226,181000,2.7800000,2.7800000,2.7750000,2.7750000,2
20210226,182000,2.7700000,2.7700000,2.7700000,2.7700000,2
20210226,183000,2.7700000,2.7700000,2.7700000,2.7700000,1
20210226,190000,2.7700000,2.7750000,2.7700000,2.7750000,3
20210226,191000,2.7750000,2.7750000,2.7750000,2.7750000,4
20210226,192000,2.7700000,2.7700000,2.7700000,2.7700000,1
20210226,193000,2.7650000,2.7650000,2.7650000,2.7650000,1
20210226,194000,2.7600000,2.7650000,2.7600000,2.7650000,6
20210226,195000,2.7750000,2.7850000,2.7750000,2.7850000,5
20210226,200000,2.7900000,2.7900000,2.7900000,2.7900000,1
20210226,201000,2.7950000,2.7950000,2.7900000,2.7950000,8
20210226,202000,2.7950000,2.8000000,2.7950000,2.8000000,2
20210226,204000,2.8000000,2.8050000,2.8000000,2.8050000,3
20210226,205000,2.8050000,2.8100000,2.8050000,2.8100000,9
20210226,210000,2.8150000,2.8200000,2.8100000,2.8100000,6
20210226,211000,2.8100000,2.8100000,2.8100000,2.8100000,2
20210226,212000,2.8050000,2.8150000,2.8050000,2.8150000,2
20210226,213000,2.8200000,2.8200000,2.8000000,2.8000000,16
20210226,214000,2.8000000,2.8050000,2.8000000,2.8050000,6
20210226,215000,2.8050000,2.8050000,2.8050000,2.8050000,1
20210226,220000,2.8050000,2.8050000,2.8050000,2.8050000,1
20210226,221000,2.8100000,2.8150000,2.8100000,2.8150000,3
20210226,222000,2.8050000,2.8050000,2.8050000,2.8050000,2
20210226,223000,2.8050000,2.8100000,2.8050000,2.8050000,14
20210226,224000,2.8050000,2.8050000,2.7950000,2.7950000,4
20210226,225000,2.8100000,2.8100000,2.8000000,2.8000000,5
20210226,230000,2.8000000,2.8000000,2.8000000,2.8000000,3
20210226,231000,2.8000000,2.8000000,2.8000000,2.8000000,3
20210226,234000,2.8000000,2.8000000,2.8000000,2.8000000,1
20210227,001000,2.8050000,2.8050000,2.8050000,2.8050000,2
20210227,002000,2.8100000,2.8100000,2.8100000,2.8100000,2
20210227,003000,2.8050000,2.8050000,2.8050000,2.8050000,4
20210227,004000,2.8050000,2.8050000,2.8050000,2.8050000,2
20210227,005000,2.8100000,2.8100000,2.8100000,2.8100000,4
20210227,015000,2.8100000,2.8100000,2.8100000,2.8100000,1
20210301,021000,2.8300000,2.8300000,2.8150000,2.8250000,10
20210301,022000,2.8250000,2.8250000,2.8250000,2.8250000,1
20210301,023000,2.8300000,2.8300000,2.8300000,2.8300000,8
20210301,024000,2.8250000,2.8250000,2.8250000,2.8250000,1
20210301,025000,2.8250000,2.8250000,2.8250000,2.8250000,1
20210301,030000,2.8300000,2.8300000,2.8300000,2.8300000,1
20210301,031000,2.8350000,2.8350000,2.8350000,2.8350000,2
20210301,032000,2.8400000,2.8400000,2.8400000,2.8400000,1
20210301,034000,2.8450000,2.8450000,2.8350000,2.8350000,6
20210301,035000,2.8400000,2.8400000,2.8400000,2.8400000,3
20210301,040000,2.8400000,2.8400000,2.8400000,2.8400000,1
20210301,041000,2.8350000,2.8350000,2.8300000,2.8300000,4
20210301,043000,2.8250000,2.8250000,2.8250000,2.8250000,1
20210301,044000,2.8300000,2.8300000,2.8300000,2.8300000,1
20210301,050000,2.8350000,2.8350000,2.8350000,2.8350000,1
20210301,052000,2.8350000,2.8350000,2.8350000,2.8350000,6
20210301,054000,2.8300000,2.8300000,2.8300000,2.8300000,2
20210301,055000,2.8250000,2.8250000,2.8250000,2.8250000,3
